dataset_id	split_or_cohort	outcome	model	threshold	net_benefit	n	events
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.19	0.0003303456869406423	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.19	0.00030523941473315354	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.19	0.0003303456869406423	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.19	0.002596517099353448	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.19	0.0020877847414648588	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.19	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.19	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.19	0.0004175569482929716	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.2	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.2	-0.19046344857112277	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.2	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.2	0.00037461200899068816	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.2	0.00048164401155945623	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.2	0.0004013700096328802	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.2	0.0021941560526597455	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.2	0.0016589960398159052	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.2	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.2	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.2	0.0004816440115594563	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.21	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.21	-0.20553260614797242	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.21	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.21	0.00042270866837285624	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.21	0.00033735403341295263	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.21	0.00042270866837285624	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.21	0.0017409635860869245	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.21	0.0016339315835181565	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.21	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.21	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.21	0.0002939992981952237	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.22	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.22	-0.22098815238063874	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.22	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.22	0.0003128627767394759	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.22	0.00037323980382955016	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.22	0.0003128627767394759	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.22	0.0012322402347019704	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.22	0.0015505918320859987	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.22	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.22	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.22	0.0002497413393271255	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.23	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.23	-0.23684514137259505	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.23	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.23	0.000162633042864232	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.23	0.0001306624446943402	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.23	0.000162633042864232	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.23	0.0007019631337302321	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.23	0.001182912132285995	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.23	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.23	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.23	0.00018348343297503096	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.24	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.24	-0.2531194195485503	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.24	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.24	0.00020279747855135003	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.24	0.0001689978987927917	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.24	0.00020279747855135003	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.24	0.0009069553901879818	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.24	0.0007604905445675624	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.24	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.24	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.24	0.00015773137220660558	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.25	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.25	-0.26982767847586425	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.25	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.25	0.0001427093367583574	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.25	0.00021406400513753615	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.25	0.0001427093367583574	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.25	0.0007135466837917869	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.25	0.00046380534446466195	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.25	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.25	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.25	7.13546683791787e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.26	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.26	-0.2869875119687814	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.26	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.26	8.967546161167049e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.26	8.967546161167049e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.26	8.967546161167049e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.26	0.00024009881657318256	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.26	0.0001764581663971582	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.26	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.26	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.26	9.546097526403637e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.27	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.27	-0.304617477886162	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.27	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.27	0.00011143057801679961	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.27	-3.518860358425258e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.27	0.00011143057801679961	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.27	-0.00028150882867402065	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.27	0.0005029037928916086	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.27	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.27	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.27	5.5715289008399804e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.28	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.28	-0.3227371650790254	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.28	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.28	2.9731111824657732e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.28	2.9731111824657732e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.28	2.9731111824657732e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.28	-0.00020811778277260527	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.28	-0.00010108578020383719	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.28	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.28	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.28	8.919333547397336e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.29	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.29	-0.34136726599563133	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.29	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.29	5.879222676312613e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.29	-9.195707262950496e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.29	5.879222676312613e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.29	2.2612394908894627e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.29	-0.00023969138603428374	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.29	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.29	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.29	0.00012662941148981012	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_none	0.3	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	treat_all	0.3	-0.3605296555098546	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	demographic_baseline	0.3	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	care_intensity_total	0.3	-6.116114432501031e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	day_vs_night_counts	0.3	-1.529028608125257e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	night_fraction	0.3	-6.116114432501031e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	nursing_vulnerability_density	0.3	-1.529028608125249e-05	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	joint_density_screen	0.3	-0.0002752251494625463	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.3	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.3	0.0	9343	445
MIMIC-IV-2.2	MIMIC_derivation_apparent	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.3	1.529028608125257e-05	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_none	0.01	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_all	0.01	0.038009334487981605	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	demographic_baseline	0.01	0.038009334487981605	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	care_intensity_total	0.01	0.0380547420042229	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	day_vs_night_counts	0.01	0.038053660872883824	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	night_fraction	0.01	0.038052579741544745	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	nursing_vulnerability_density	0.01	0.03911425071651979	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	joint_density_screen	0.01	0.03913803560597952	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.01	0.038009334487981605	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.01	0.038009334487981605	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.01	0.03805149861020567	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_none	0.02	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_all	0.02	0.02819310320724672	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	demographic_baseline	0.02	0.02819310320724672	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	care_intensity_total	0.02	0.028669286402348584	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	day_vs_night_counts	0.02	0.028632152850436975	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	night_fraction	0.02	0.02860812525802358	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	nursing_vulnerability_density	0.02	0.03133416483365261	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	joint_density_screen	0.02	0.031137575441179358	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.02	0.02819310320724672	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.02	0.02819310320724672	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.02	0.02864089015676912	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_none	0.03	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_all	0.03	0.018174475405259575	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	demographic_baseline	0.03	0.018174475405259575	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	care_intensity_total	0.03	0.021208887849219496	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	day_vs_night_counts	0.03	0.021085304506047307	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	night_fraction	0.03	0.02103123679340948	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	nursing_vulnerability_density	0.03	0.025059833096281355	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	joint_density_screen	0.03	0.024971559279729796	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.03	0.01814357956946653	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.03	0.018957905527154678	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.03	0.01977664517567041	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_none	0.04	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_all	0.04	0.007947126190731027	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	demographic_baseline	0.04	0.007947126190731027	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	care_intensity_total	0.04	0.013124799314995182	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	day_vs_night_counts	0.04	0.013298726319169427	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	night_fraction	0.04	0.013124799314995182	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	nursing_vulnerability_density	0.04	0.019511042134931676	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	joint_density_screen	0.04	0.020420814156766203	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.04	0.013820507331692173	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.04	0.013820507331692173	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.04	0.013874023332976555	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_none	0.05	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_all	0.05	-0.002495535638840224	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	demographic_baseline	0.05	-0.001498448035962754	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	care_intensity_total	0.05	0.010032841924998731	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	day_vs_night_counts	0.05	0.010286338773187919	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	night_fraction	0.05	0.010196206560498428	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	nursing_vulnerability_density	0.05	0.017085687567951237	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	joint_density_screen	0.05	0.01692795619574463	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.05	0.008697758524535675	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.05	0.008697758524535675	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.05	0.010162406980739874	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_none	0.06	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_all	0.06	-0.013160381762657672	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	demographic_baseline	0.06	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	care_intensity_total	0.06	0.008123045811974376	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	day_vs_night_counts	0.06	0.007883931763682447	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	night_fraction	0.06	0.008403150839973493	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	nursing_vulnerability_density	0.06	0.014453874900084488	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	joint_density_screen	0.06	0.013850396587728667	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_unadjusted	0.06	0.00346601506190777	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_demographic_adjusted	0.06	0.003031055221681501	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	dynamic_phenotype_care_intensity_adjusted	0.06	0.008136709471876773	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_none	0.07	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	treat_all	0.07	-0.024054579416019593	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	demographic_baseline	0.07	0.0	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	care_intensity_total	0.07	0.005501214755685064	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	day_vs_night_counts	0.07	0.005460933894503271	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	night_fraction	0.07	0.005460933894503271	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	nursing_vulnerability_density	0.07	0.011369560788998489	9343	445
MIMIC-IV-2.2	MIMIC_internal_5fold_cv	incident_post_landmark_delirium	joint_density_screen	0.07	0.011874797876392994	9343	445
