assigned_class	n	incident_delirium_events	incident_delirium_rate	mean_assignment_confidence_proxy	mobility_turning_records_24h	mobility_turning_records_48h	oral_suction_airway_records_24h	oral_suction_airway_records_48h	pain_records_24h	pain_records_48h	rass_sedation_records_24h	rass_sedation_records_48h	restraints_records_24h	restraints_records_48h	skin_braden_pressure_records_24h	skin_braden_pressure_records_48h	vitals_records_24h	vitals_records_48h	skin_braden_pressure_records_24_48h_delta	rass_sedation_records_24_48h_delta	mobility_turning_records_24_48h_delta	pain_records_24_48h_delta	restraints_records_24_48h_delta	vitals_records_24_48h_delta	oral_suction_airway_records_24_48h_delta	all_day_06_22_count_24h	all_day_06_22_count_48h	all_night_22_06_count_24h	all_night_22_06_count_48h	all_total_count_24h	all_night_fraction_24h	all_total_count_48h	all_night_fraction_48h	all_day_06_22_count_24_48h_delta	all_night_22_06_count_24_48h_delta	all_total_count_24_48h_delta	log1p_skin_braden_pressure_records_24h	log1p_skin_braden_pressure_records_48h	log1p_skin_braden_pressure_records_24_48h_delta	log1p_rass_sedation_records_24h	log1p_rass_sedation_records_48h	log1p_rass_sedation_records_24_48h_delta	log1p_mobility_turning_records_24h	log1p_mobility_turning_records_48h	log1p_mobility_turning_records_24_48h_delta	log1p_pain_records_24h	log1p_pain_records_48h	log1p_pain_records_24_48h_delta	log1p_restraints_records_24h	log1p_restraints_records_48h	log1p_restraints_records_24_48h_delta	log1p_vitals_records_24h	log1p_vitals_records_48h	log1p_vitals_records_24_48h_delta	log1p_oral_suction_airway_records_24h	log1p_oral_suction_airway_records_48h	log1p_oral_suction_airway_records_24_48h_delta	log1p_all_day_06_22_count_24h	log1p_all_day_06_22_count_48h	log1p_all_day_06_22_count_24_48h_delta	log1p_all_night_22_06_count_24h	log1p_all_night_22_06_count_48h	log1p_all_night_22_06_count_24_48h_delta	log1p_all_total_count_24h	log1p_all_total_count_48h	log1p_all_total_count_24_48h_delta	dataset_id	feature_set	algorithm	number_of_classes
1	38	0	0.0	1.0	1.4210526315789473	1.5789473684210527	0.10526315789473684	0.10526315789473684	1.131578947368421	1.5263157894736843	0.0	0.0	0.5789473684210527	0.6052631578947368	1.3157894736842106	1.9210526315789473	12.157894736842104	15.026315789473685	0.6052631578947368	0.0	0.15789473684210525	0.39473684210526316	0.02631578947368421	2.8684210526315788	0.0	18.789473684210527	25.105263157894736	9.710526315789474	11.842105263157896	28.5	0.45870146427957176	36.94736842105263	0.4277875266664261	6.315789473684211	2.1315789473684212	8.447368421052632	0.30072019938443634	0.43150475989959436	0.1307845605151579	0.0	0.0	0.0	0.3016927179771319	0.3729571969535058	0.07126447897637395	0.24995716797874346	0.357703077510904	0.10774590953216057	0.14582272487259015	0.16406344015048346	0.018240715277893296	0.7637349371675284	1.1134321628201482	0.3977853944507977	0.06539228025757896	0.06539228025757896	0.0	1.6098894213687929	2.1076714118348776	0.9917762082608715	1.3219705075214236	1.7463439970602987	1.0104548861326377	2.163419872847341	2.73485145193087	1.634526415898644	MIMIC-IV-2.2	nursing_vulnerability_only	GaussianMixture_diag	5
2	2382	272	0.11418975650713686	0.9997689655122813	51.22124265323258	102.30352644836272	10.077246011754827	20.192695214105793	47.81612090680101	95.77497900923593	9.510495382031905	18.626364399664148	48.65491183879093	96.39168765743074	40.61586901763224	76.3497061293031	202.8606213266163	379.5743073047859	35.733837111670866	9.115869017632242	51.082283795130145	47.95885810243493	47.7367758186398	176.7136859781696	10.115449202350966	373.08900083963056	714.7837951301427	182.32199832073889	337.46389588581025	555.4109991603694	0.327992029120117	1052.247691015953	0.32045472548086695	341.69479429051216	155.14189756507136	496.8366918555835	3.6233030592061564	4.256245607537364	3.479997322535865	2.258892033473724	2.9061146696002753	2.2172055684325995	3.9263946392164093	4.618639210812975	3.923376968231414	3.758350758898088	4.474751897588396	3.7662014264538777	3.3172314554328697	4.301151609862729	3.4856584533023747	5.281966907904754	5.918219035315076	5.151150812844455	2.0947224976366257	2.7775307628806445	2.113014029623494	5.891011572339998	6.550846808227632	5.807574501533881	5.16321899543103	5.794044693672199	5.005420806839372	6.2918504419777195	6.9386177928646955	6.182574656623891	MIMIC-IV-2.2	nursing_vulnerability_only	GaussianMixture_diag	5
3	3731	134	0.035915304207987137	0.9999313217094282	42.006164567140175	81.14124899490753	3.2961672473867596	6.2216563923881	48.87536853390512	91.48405253283302	9.46019833824712	17.906191369606002	0.0	0.0	31.103189493433394	56.323505762530154	170.5633878316805	319.68131868131866	25.220316269096756	8.445993031358885	39.13508442776735	42.6086839989279	0.0	149.11793084963816	2.92548914500134	283.3878316805146	527.8330206378987	127.98767086571965	234.12221924417045	411.37550254623426	0.30946017357845756	761.9552398820691	0.30582416859603495	244.4451889573841	106.13454837845082	350.5797373358349	3.3520243302890678	3.9357492149180935	3.095142793493876	2.2646583595617247	2.8705015060813386	2.142377992635324	3.7223349797083323	4.377223494130573	3.6446851738193264	3.7394873014846395	4.3758982715053785	3.588944851656509	0.0	0.0	0.0	5.12030598608351	5.753105681765733	4.98952408814386	1.0558746549642148	1.5059248912338181	0.9758571102057145	5.624493943287565	6.250738924630867	5.476378141441539	4.807344164617204	5.423408872295434	4.627841491041426	5.998475369798471	6.6175315714332195	5.836791895512488	MIMIC-IV-2.2	nursing_vulnerability_only	GaussianMixture_diag	5
4	1657	0	0.0	0.9999999950452908	45.35847917923959	89.19191309595655	8.552806276403139	16.066385033192518	45.272782136391065	88.84308992154496	0.0	0.0	14.684972842486422	27.052504526252264	38.51478575739288	74.62764031382015	206.86662643331323	380.21846710923353	36.11285455642728	0.0	43.833433916716956	43.570307785153894	12.367531683765842	173.35184067592033	7.513578756789379	318.6137598068799	592.002414001207	153.71152685576342	282.37960168980084	472.32528666264335	0.3256068180738335	874.3820156910078	0.32287371653085084	273.3886541943271	128.6680748340374	402.0567290283645	3.613038663178149	4.273176396649941	3.5333575885419326	0.0	0.0	0.0	3.7886917793790733	4.467735266983964	3.757724824880497	3.690271565472999	4.381454175948896	3.654483115992018	1.288207360134585	1.64974800269673	1.0509306009872745	5.293003898850824	5.9209639312964235	5.137583357128102	1.8406909792666326	2.42922046246428	1.749902335259114	5.72390803675323	6.358410364735716	5.583835345076634	4.984869775416988	5.6133590520878665	4.825546847323393	6.1206815416819085	6.749632492669384	5.970678625208552	MIMIC-IV-2.2	nursing_vulnerability_only	GaussianMixture_diag	5
0	5080	315	0.06200787401574803	0.228297089020872	49.508267716535435	97.13523622047244	12.416141732283464	22.589370078740156	55.188779527559056	110.07755905511812	7.6372047244094485	14.682283464566929	34.289370078740156	59.488188976377955	40.375	75.08779527559055	212.7990157480315	389.5759842519685	34.71279527559055	7.04507874015748	47.62696850393701	54.88877952755905	25.198818897637796	176.776968503937	10.173228346456693	380.68956692913383	701.8858267716536	181.45610236220472	324.84271653543306	562.1456692913385	0.32314919104500894	1026.7285433070865	0.3163387431261474	321.1962598425197	143.38661417322834	464.582874015748	3.639975733499157	4.251340876380439	3.4516534356537525	1.7969400265752262	2.292281990647962	1.7338890571141403	3.896467973469849	4.567585759321041	3.854323364127637	3.904376012875779	4.617564915841657	3.912731149109071	2.72026563458168	3.2057552113046635	1.826176478889761	5.332947789530228	5.948362609728718	5.157650759767648	2.392071891705395	2.989169345129265	2.1309404172054185	5.919712685083069	6.5395846295557085	5.75147898515006	5.169110660566331	5.7634993499607	4.932335093211933	6.313360438814512	6.921354292290742	6.120595899326184	MIMIC-IV-2.2	nursing_vulnerability_only	KMeans	2
1	4263	130	0.030494956603330986	0.2427160922608099	40.10063335679099	77.3319258737978	2.169833450621628	4.087027914614121	42.379544921416844	78.8913910391743	7.896551724137931	14.898662913441239	1.672765657987333	3.12549847525217	28.534130893736805	51.677222613183204	166.31480178278207	312.7389162561576	23.1430917194464	7.0021111893033074	37.2312925170068	36.51184611775745	1.452732817264837	146.42411447337557	1.9171944639924936	266.50856204550786	496.45765892563924	120.82078348580812	221.42857142857142	387.329345531316	0.31217395638250683	717.8862303542106	0.3084382430315549	229.94909688013135	100.60778794276331	330.5568848228947	3.274136698202949	3.859603628899534	3.0256909384352744	1.9173142196100947	2.4326490509838345	1.80597332090634	3.6509390033060654	4.301942722022701	3.570864854628576	3.5899003430324568	4.22262151645209	3.4368782546010026	0.22739748973804005	0.33933198422671074	0.18014240582283464	5.0640149947847215	5.699541982825325	4.938475316260485	0.8662654511205375	1.3052250590285912	0.8004476974766588	5.53773009500057	6.166367634680907	5.3893168852075	4.730741894924751	5.350159722955563	4.556502771450955	5.915356585899649	6.53774592846879	5.754838109345334	MIMIC-IV-2.2	nursing_vulnerability_only	KMeans	2
0	4451	137	0.030779600089867444	0.2446222686520792	40.759155246012135	78.67580319029432	2.3796899573129635	4.432262412940912	44.06133453156594	82.07121995057291	8.006515389800045	15.115704336104246	1.7802740957088294	3.2837564592226465	29.161536733318357	52.85059537182656	168.55695349359695	316.8786789485509	23.6890586385082	7.109188946304202	37.91664794428218	38.00988541900696	1.503482363513817	148.32172545495393	2.0525724556279488	271.6198607054595	505.98382385980676	123.30105594248484	225.91350258368905	394.9209166479443	0.3111981573136031	731.8973264434959	0.30766036614471653	234.36396315434735	102.61244664120423	336.97640979555155	3.3134092242547206	3.9031872956098135	3.065171984942302	1.9374748005165876	2.4582338891798785	1.826550605018617	3.689086060785237	4.345857506625369	3.611347330191676	3.646182618084413	4.283777208423643	3.493733315341166	0.2430292468168313	0.3618541566852821	0.1858135464299975	5.107795014093216	5.745364702284907	4.982589577276299	0.918737099743051	1.366316110183732	0.8378787365686521	5.583059739685325	6.212571080489262	5.43777903439429	4.773262232285774	5.39378899954824	4.598565517975344	5.959575950530652	6.582051584012137	5.801126691503324	MIMIC-IV-2.2	nursing_vulnerability_only	KMeans	3
1	4855	308	0.06343975283213182	0.229542947673835	49.640370751802266	97.4032955715757	12.714727085478888	23.1610710607621	54.55839340885685	109.20061791967045	7.584552008238929	14.586817713697219	35.713903192584965	61.97754891864058	40.55901132852729	75.47909371781668	214.1005149330587	391.6378990731205	34.92008238928939	7.00226570545829	47.76292481977343	54.64222451081359	26.263645726055614	177.5373841400618	10.446343975283213	383.2187435633368	706.3001029866117	182.86096807415035	327.1429454170958	566.0797116374871	0.323418833387935	1033.4430484037075	0.3164981683169244	323.081359423275	144.28197734294542	467.3633367662204	3.6441076949999127	4.256158867501531	3.45723369833015	1.7874903225747996	2.2808602216469813	1.7254467423739848	3.8990153930686664	4.570181088100085	3.8570019666664805	3.893359946706194	4.609788808331822	3.9080092493702163	2.8226392779908096	3.319834124283894	1.8984911115226057	5.338920103922863	5.953636408744573	5.161887554972639	2.4209947894279753	3.0208641398777836	2.1643846750318123	5.926544145426761	6.546107714852526	5.757474477056934	5.177131195156784	5.7707475138259925	4.9382919621816415	6.320594641640514	6.928117504531744	6.1266023815803115	MIMIC-IV-2.2	nursing_vulnerability_only	KMeans	3
2	37	0	0.0	0.17914096846444116	0.7567567567567568	0.918918918918919	0.05405405405405406	0.05405405405405406	0.6756756756756757	1.0810810810810811	0.0	0.0	0.16216216216216217	0.1891891891891892	0.918918918918919	1.5405405405405406	8.486486486486486	11.432432432432432	0.6216216216216216	0.0	0.16216216216216217	0.40540540540540543	0.02702702702702703	2.945945945945946	0.0	14.108108108108109	20.486486486486488	6.837837837837838	8.945945945945946	20.945945945945947	0.46091979097298247	29.43243243243243	0.42913914150125443	6.378378378378378	2.108108108108108	8.486486486486486	0.2322744387176315	0.36659371708455046	0.13431927836691893	0.0	0.0	0.0	0.22076990316558598	0.2939604491413214	0.0731905459757354	0.17713333524394084	0.2877912963850787	0.11065796114113788	0.0731905459757354	0.09192425355843663	0.018733707582701223	0.64913462990326	1.0082831319248695	0.408536351057576	0.037467415165402446	0.037467415165402446	0.0	1.5111650763002498	2.0218462140807394	0.9750826486886222	1.2289920365139553	1.6641508147434945	1.0002970624843335	2.066935510575708	2.653205755669896	1.6225016827694225	MIMIC-IV-2.2	nursing_vulnerability_only	KMeans	3
0	3794	311	0.0819715340010543	0.2532539183395637	49.7380073800738	97.36768581971533	12.834211913547707	23.22535582498682	56.320242488139165	112.56984712704269	9.806800210859251	18.863205060622036	39.28044280442804	67.5940959409594	40.30416447021613	73.98444913020559	210.50896151818662	386.68028465998947	33.680284659989454	9.056404849762783	47.62967843964154	56.249604638903534	28.313653136531364	176.17132314180284	10.391143911439114	389.8036373220875	718.4362150764365	185.40484976278333	330.28465998945705	575.2084870848709	0.3227244470445885	1048.7208750658936	0.3146479695744532	328.632577754349	144.8798102266737	473.51238798102264	3.6302682268745987	4.228859363429699	3.410712500618782	2.3012837299119773	2.931372623595828	2.221877272103526	3.90272973962734	4.570943046231852	3.8546865166144832	3.9284230179594473	4.643831263085909	3.9394062939721195	3.061630046407497	3.5630441095903422	1.9949775445965159	5.323654662110672	5.941496246242155	5.154150111906225	2.433184714676267	3.025542959722126	2.144791212504845	5.944446730261242	6.563791729157198	5.774525349805505	5.191164705143334	5.779575047576069	4.939310950657645	6.337622122849927	6.943129836541618	6.139034334041505	MIMIC-IV-2.2	nursing_vulnerability_only	KMeans	4
1	3785	132	0.03487450462351387	0.2603035555644415	41.050462351387054	79.19788639365918	2.319682959048877	4.285601056803171	44.67397622192867	83.18494055482167	9.275033025099075	17.508586525759576	1.7215323645970937	3.1302509907529723	28.31334214002642	50.711756935270806	167.23064729194186	313.5450462351387	22.398414795244385	8.233553500660502	38.14742404227213	38.510964332892996	1.4087186261558784	146.31439894319684	1.9659180977542932	274.4229854689564	509.95852047556144	123.43989431968296	225.26208718626157	397.86287978863936	0.3090687202282706	735.220607661823	0.3052046900136079	235.53553500660502	101.8221928665786	337.3577278731836	3.2807221629359424	3.860996517290281	3.00816115344159	2.247018055206764	2.8491770747349476	2.1191586860262586	3.696588782772344	4.352583563969052	3.6166338716642223	3.6583367725887244	4.295610604574195	3.503761140015162	0.23691683225949706	0.3480752826884966	0.17551073427910255	5.098921739230797	5.734510215577874	4.969011018561329	0.9001234055444507	1.3333439604614592	0.8097376567355906	5.592679762254575	6.220022774016889	5.442218888669826	4.7726863990613175	5.389415064956114	4.589187331515998	5.966240625784142	6.585986426734181	5.801496927505119	MIMIC-IV-2.2	nursing_vulnerability_only	KMeans	4
