dataset_id	model	split_or_cohort	outcome	auc_or_cstat	brier	n	events	n_features	analysis_note	auc_ci_lower	auc_ci_upper	brier_ci_lower	brier_ci_upper	bootstrap_iterations_used
MIMIC-IV-2.2	l2_penalized_logistic	MIMIC_internal_5fold_cv_nested_penalized	incident_post_landmark_delirium	0.7999429236717758	0.0425441188609502	9343	445	24	Penalized logistic sensitivity without class weighting; not the primary interpretable phenotype model.	0.781464157152814	0.8186852798279751	0.0391403036175896	0.0462498147816011	500
MIMIC-IV-2.2	elastic_net_logistic	MIMIC_internal_5fold_cv_nested_penalized	incident_post_landmark_delirium	0.7992549771315862	0.0425385509158463	9343	445	24	Penalized logistic sensitivity without class weighting; not the primary interpretable phenotype model.	0.780027456205486	0.8179068835940436	0.0391611982764514	0.0462332758672992	500
